     	head                                                   	relation            	pred_tail                                                       	true_tail                                             	rank  	ppls
736  	Brian_Statham_(footballer)                             	playsFor            	Chesham_United_F.C.                                             	A.F.C._Bournemouth                                    	52    	26.877553939819336
737  	Yaw_Preko                                              	isAffiliatedTo      	Accra_Hearts_of_Oak_SC                                          	Fenerbahçe_S.K.                                       	11    	193.08282470703125
738  	Krzysztof_Kotorowski                                   	isAffiliatedTo      	Dyskobolia_Grodzisk_Wielkopolski                                	Lech_Poznań                                           	4     	14.70747184753418
739  	Scott_Joplin                                           	hasGender           	male                                                            	male                                                  	1     	543.333740234375
740  	Jovino_Soares_Viana_Júnior                             	playsFor            	FC_Vilnius                                                      	América_Futebol_Clube_(RN)                            	5     	63.66218185424805
741  	High1                                                  	isLocatedIn         	South_Korea                                                     	Chuncheon                                             	346   	177.81407165527344
742  	Michael_Tarnat                                         	playsFor            	Hannover_96                                                     	FC_Bayern_Munich                                      	6     	198.3004913330078
743  	Paul_Jones_(footballer,_born_1978)                     	wasBornIn           	Liverpool                                                       	Liverpool                                             	1     	10.683773040771484
744  	Adrian_Serioux                                         	playsFor            	Toronto_FC                                                      	University_of_New_Haven                               	10    	94.83529663085938
745  	Ross_Flitney                                           	isAffiliatedTo      	Croydon_Athletic_F.C.                                           	Dover_Athletic_F.C.                                   	11    	55.356544494628906
746  	Pape_Samba_Ba                                          	isAffiliatedTo      	MKP_Pogoń_Siedlce                                               	KS_Polkowice                                          	9     	311.20574951171875
747  	Serhiy_Turiansky                                       	isAffiliatedTo      	FC_Spartak_Ivano-Frankivsk                                      	FC_Nyva_Ternopil                                      	40    	27.428218841552734
748  	Carlo_Annovazzi                                        	isAffiliatedTo      	Aurora_Pro_Patria_1919                                          	Italy_national_football_team                          	5     	283.5119934082031
749  	Samed_Abdul_Awudu                                      	playsFor            	Bnei_Sakhnin_F.C.                                               	Hapoel_Ironi_Acre_F.C.                                	8     	66.02002716064453
750  	Gmina_Siedlisko                                        	isLocatedIn         	Nowa_Sól_County                                                 	Lubusz_Voivodeship                                    	4     	14.6090669631958
751  	Lazăr_Sfera                                            	hasGender           	male                                                            	male                                                  	1     	316.7821960449219
752  	Frank_Lloyd                                            	directed            	Cavalcade_(1933_film)                                           	Children_of_Divorce_(1927_film)                       	906   	166.4586639404297
753  	Trevor_Cilia                                           	hasGender           	male                                                            	male                                                  	1     	1527.90185546875
754  	José_Manuel_Jurado                                     	isAffiliatedTo      	Real_Madrid_C.F.                                                	FC_Spartak_Moscow                                     	13    	25.451147079467773
755  	Zlatan_Azinović                                        	playsFor            	Sweden_national_under-19_football_team                          	Malmö_FF                                              	6     	53.71757125854492
756  	Chris_Corchiani                                        	isAffiliatedTo      	Lega_Basket_Serie_A                                             	Continental_Basketball_Association                    	16    	67.40583038330078
757  	Andy_Dick                                              	actedIn             	The_Comebacks                                                   	Bongwater_(film)                                      	18    	594.2052001953125
758  	Richard_Walker_(footballer_born_1977)                  	playsFor            	Solihull_Moors_F.C.                                             	Blackpool_F.C.                                        	10    	12.119227409362793
759  	Vincent_Gallo                                          	directed            	The_Brown_Bunny                                                 	Buffalo_'66                                           	4     	206.59848022460938
760  	Cayetano_Ré                                            	playsFor            	Elche_CF                                                        	Cerro_Porteño                                         	8     	371.1217346191406
761  	Guiyang_Longdongbao_International_Airport              	isConnectedTo       	Lanzhou_Zhongchuan_Airport                                      	Lijiang_Sanyi_Airport                                 	60    	43.38669204711914
762  	Wisdom_Fofo_Agbo                                       	isAffiliatedTo      	Southern_District_RSA                                           	Hong_Kong_national_football_team                      	5     	1349.723388671875
763  	Darryl_Knights                                         	isAffiliatedTo      	England_national_under-17_football_team                         	Newport_County_A.F.C.                                 	8     	77.15935516357422
764  	Gábor_Gyepes                                           	isAffiliatedTo      	Ferencvárosi_TC                                                 	Hungary_national_football_team                        	10    	20.97504234313965
765  	Elias_Vattis                                           	playsFor            	ASIL_Lysi                                                       	Alki_Larnaca_F.C.                                     	7     	581.544189453125
766  	William_Frawley                                        	actedIn             	I_Love_Lucy_(film)                                              	Double_or_Nothing_(1937_film)                         	819   	51.60322570800781
767  	Dmytro_Tyapushkin                                      	playsFor            	FC_Sokol_Saratov                                                	FC_Spartak_Moscow                                     	9     	29.9423770904541
768  	A._J._Wood                                             	playsFor            	Virginia_Cavaliers_men's_soccer                                 	United_States_men's_national_under-23_soccer_team     	5     	75.41895294189453
769  	Rhys_Wilmot                                            	playsFor            	Torquay_United_F.C.                                             	Hereford_United_F.C.                                  	8     	29.168075561523438
770  	Gavin_Holligan                                         	isAffiliatedTo      	Lewes_F.C.                                                      	Kingstonian_F.C.                                      	9     	143.3003692626953
771  	Leonardo_Augusto_Vieira_Moreira                        	isAffiliatedTo      	Blaublitz_Akita                                                 	Tochigi_SC                                            	5     	100.94630432128906
772  	Jeff_Bridges                                           	hasWonPrize         	Independent_Spirit_Award_for_Best_Male_Lead                     	Golden_Globe_Award                                    	3     	154.86383056640625
773  	Henri_Matisse                                          	influences          	Georges_Braque                                                  	Mary_Fedden                                           	23    	27.089075088500977
774  	Adam_Newton                                            	isAffiliatedTo      	West_Ham_United_F.C.                                            	Luton_Town_F.C.                                       	8     	49.53984069824219
775  	Bryan_Hughes                                           	isAffiliatedTo      	Scarborough_Athletic_F.C.                                       	Burton_Albion_F.C.                                    	10    	146.87307739257812
776  	Feridun_Sungur                                         	playsFor            	Giresunspor                                                     	Akçaabat_Sebatspor                                    	7     	127.66730499267578
777  	Dennis_Malura                                          	playsFor            	1._FC_Union_Solingen                                            	Kickers_Offenbach                                     	6     	246.47506713867188
778  	Damion_Stewart                                         	hasGender           	male                                                            	male                                                  	1     	3665.3896484375
779  	Aleksandr_Bubnov                                       	playsFor            	FC_Dynamo_Moscow                                                	FC_Spartak_Moscow                                     	5     	35.42296600341797
780  	John_D._Bulkeley                                       	hasWonPrize         	Navy_Cross                                                      	Distinguished_Service_Medal                           	14    	379.2247314453125
781  	Zdravko_Radulović                                      	isAffiliatedTo      	KK_Cibona                                                       	Aris_B.C.                                             	93    	43.70759201049805
782  	Gheorghe_Mulțescu                                      	isAffiliatedTo      	Romania_national_football_team                                  	Samsunspor                                            	25    	33.666500091552734
783  	Ousseni_Zongo                                          	playsFor            	Naxxar_Lions_F.C.                                               	Msida_Saint-Joseph_F.C.                               	6     	87.73892974853516
784  	Sepp_De_Roover                                         	playsFor            	K.F.C._Verbroedering_Geel                                       	Sparta_Rotterdam                                      	10    	19.955690383911133
785  	Marquem_Gonçalves_Ferreira                             	playsFor            	Camboriú_Futebol_Clube                                          	Liga_Muçulmana_de_Maputo                              	5176  	23.82377052307129
786  	John_Conway_(footballer)                               	playsFor            	Bohemian_F.C.                                                   	FC_Winterthur                                         	4     	27.27765655517578
787  	Chambéry_Airport                                       	isConnectedTo       	Exeter_International_Airport                                    	Bristol_Airport                                       	9     	40.220497131347656
788  	Pittsburgh_Steelers                                    	isLocatedIn         	Pittsburgh                                                      	Pennsylvania                                          	2     	20.901016235351562
789  	Francileudo_Santos                                     	hasGender           	male                                                            	male                                                  	1     	12258.1591796875
790  	Ken_Johnson_(basketball)                               	isAffiliatedTo      	JL_Bourg-en-Bresse                                              	Telekom_Baskets_Bonn                                  	72    	48.515663146972656
791  	How_High_Is_Up?                                        	isLocatedIn         	United_States                                                   	United_States                                         	1     	118.10094451904297
792  	Leighton_W._Smith,_Jr.                                 	hasWonPrize         	Defense_Distinguished_Service_Medal                             	Achievement_Medal                                     	21    	114.85401916503906
793  	Ogden_Phipps                                           	diedIn              	New_York_City                                                   	West_Palm_Beach,_Florida                              	179   	28.96179962158203
794  	Qays_Shayesteh                                         	isAffiliatedTo      	Afghanistan_national_football_team                              	FC_Twente                                             	6     	324.5111999511719
795  	Greensboro_Generals                                    	isLocatedIn         	Greensboro                                                      	North_Carolina                                        	4     	41.669071197509766
796  	Lisa_Fruchtman                                         	edited              	Apocalypse_Now                                                  	The_Woodsman                                          	3554  	203.7216033935547
797  	Jerónimo_Barrales                                      	playsFor            	Club_Atlético_Huracán                                           	Unión_de_Santa_Fe                                     	6     	26.631301879882812
798  	Hughie_Ferguson                                        	isAffiliatedTo      	Dundee_F.C.                                                     	Motherwell_F.C.                                       	4     	49.509708404541016
799  	Martin_Rees,_Baron_Rees_of_Ludlow                      	hasWonPrize         	Gruber_Prize_in_Cosmology                                       	Albert_Einstein_World_Award_of_Science                	120   	79.89097595214844
800  	Syracuse,_Sicily                                       	participatedIn      	Sicilian_Expedition                                             	Second_Punic_War                                      	17    	118.97161102294922
801  	Hjalte_Nørregaard                                      	isAffiliatedTo      	F.C._Copenhagen                                                 	Aarhus_Gymnastikforening                              	8     	16.654203414916992
802  	Liam_Coyle                                             	wasBornIn           	Derry                                                           	Derry                                                 	1     	33.66838836669922
803  	Victor_Moses                                           	isAffiliatedTo      	England_national_under-17_football_team                         	Crystal_Palace_F.C.                                   	9     	44.18855285644531
804  	Steve_Kindel                                           	isAffiliatedTo      	Surrey_United_Firefighters                                      	Virginia_Beach_Mariners                               	9     	353.6710510253906
805  	Ronald_Stein                                           	wroteMusicFor       	The_Little_Shop_of_Horrors                                      	The_Terror_(1963_film)                                	8     	24.409921646118164
806  	Robert_Ssejjemba                                       	playsFor            	National_Association_of_Intercollegiate_Athletics               	Kalamazoo_Kingdom                                     	6     	57.966957092285156
807  	Finland                                                	exports             	wordnet_chemical_114806838                                      	wordnet_machinery_103701640                           	2     	4610.48193359375
808  	Almir_Tolja                                            	playsFor            	NK_Travnik                                                      	Saba_Qom_F.C.                                         	26    	266.2194519042969
809  	Jamie_Clapham                                          	isAffiliatedTo      	Leicester_City_F.C.                                             	Lincoln_City_F.C.                                     	10    	33.94430923461914
810  	Prince_Henry_of_Prussia_(1862–1929)                    	hasWonPrize         	Order_of_the_White_Falcon                                       	House_Order_of_the_Wendish_Crown                      	7     	41.8691520690918
811  	Tustin,_California                                     	isLocatedIn         	Orange_County,_California                                       	California                                            	5     	10.421759605407715
812  	East_Greenwich,_Rhode_Island                           	isLocatedIn         	Kent_County,_Rhode_Island                                       	United_States                                         	3     	12.869302749633789
813  	Zaynitdin_Tadjiyev                                     	playsFor            	Pakhtakor_Tashkent_FK                                           	Uzbekistan_national_football_team                     	5     	51.85641860961914
814  	Javi_Venta                                             	isAffiliatedTo      	Gimnástica_de_Torrelavega                                       	Real_Oviedo                                           	13    	52.82843780517578
815  	Marc_Degryse                                           	playsFor            	Belgium_national_under-17_football_team                         	Club_Brugge_KV                                        	9     	52.73988723754883
816  	Ode_Thompson                                           	isAffiliatedTo      	K._Standaard_Wetteren                                           	R.A.A._Louviéroise                                    	16    	438.208984375
817  	David_Gemmell                                          	isCitizenOf         	United_Kingdom                                                  	England                                               	3     	80.9778060913086
818  	August_Schellenberg                                    	actedIn             	Black_Robe_(film)                                               	Going_the_Distance_(2004_film)                        	3950  	116.54638671875
819  	Khwarazmian_dynasty                                    	hasCapital          	Samarkand                                                       	Tabriz                                                	92    	127.10186004638672
820  	Reg_Matthewson                                         	isAffiliatedTo      	Bangor_City_F.C.                                                	Chester_City_F.C.                                     	4     	99.88510131835938
821  	Alexander_Ring                                         	hasGender           	male                                                            	male                                                  	1     	6799.3359375
822  	Kathy_Najimy                                           	actedIn             	Brother_Bear_2                                                  	Sister_Act                                            	2189  	377.8258972167969
823  	Gary_Bollan                                            	isAffiliatedTo      	Carnoustie_Panmure_F.C.                                         	Brechin_City_F.C.                                     	9     	125.2850112915039
824  	Robert_Zemeckis                                        	directed            	Back_to_the_Future_(franchise)                                  	Forrest_Gump                                          	11    	9.771034240722656
825  	Sebastián_Blázquez                                     	playsFor            	Mushuc_Runa_Sporting_Club                                       	Deportivo_Cali                                        	10    	48.48037338256836
826  	Aleksandar_Đurić                                       	isAffiliatedTo      	FK_Sloga_Doboj                                                  	Port_Melbourne_SC                                     	15    	20.758081436157227
827  	Jakob_Böhme                                            	hasGender           	male                                                            	male                                                  	1     	96.11629486083984
828  	Hajjiabad_County                                       	isLocatedIn         	Hormozgan_Province                                              	Iran                                                  	3     	9.585856437683105
829  	Seo_Dong-hyeon                                         	isAffiliatedTo      	Ansan_Police_FC                                                 	Jeju_United_FC                                        	7     	96.20745086669922
830  	Paul_Brown_(footballer)                                	playsFor            	Vauxhall_Motors_F.C.                                            	Workington_A.F.C.                                     	9     	18.223142623901367
831  	David_Benioff                                          	isMarriedTo         	Amanda_Peet                                                     	Amanda_Peet                                           	1     	48.91215133666992
832  	Scott_Bannerman                                        	isAffiliatedTo      	Bathgate_Thistle_F.C.                                           	Raith_Rovers_F.C.                                     	7     	89.9242935180664
833  	Jack_Newnes                                            	hasGender           	male                                                            	male                                                  	1     	4674.88916015625
834  	Hex_(film)                                             	isLocatedIn         	United_States                                                   	United_States                                         	1     	185.99307250976562
835  	Keith_Curle                                            	isAffiliatedTo      	Bristol_City_F.C.                                               	Bristol_Rovers_F.C.                                   	12    	56.08903884887695
836  	Sarah_McLachlan                                        	wasBornIn           	London                                                          	Halifax,_Nova_Scotia                                  	830   	15.530113220214844
837  	Nicolás_Bertolo                                        	playsFor            	Club_Atlético_Banfield                                          	Boca_Juniors                                          	7     	39.8609504699707
838  	Johnny_Szlykowicz                                      	isAffiliatedTo      	SR_Delémont                                                     	Pau_FC                                                	5     	1001.463134765625
839  	Roland_Kirchler                                        	isAffiliatedTo      	FC_Tirol_Innsbruck                                              	Austria_national_football_team                        	11    	129.82273864746094
840  	James_Cromwell                                         	livesIn             	Los_Angeles                                                     	Studio_City,_Los_Angeles                              	24506 	65.56072235107422
841  	Aleksei_Yuryevich_German                               	diedIn              	Saint_Petersburg                                                	Saint_Petersburg                                      	1     	27.908981323242188
842  	Chris_Norman_(American_football)                       	playsFor            	OFK_Grbalj                                                      	FC_Akzhayik                                           	35    	141.16006469726562
843  	Georgi_Karaneychev                                     	playsFor            	PFC_Minyor_Radnevo                                              	PFC_Lokomotiv_Mezdra                                  	9     	146.14797973632812
844  	Dermot_Curtis                                          	isAffiliatedTo      	Bideford_A.F.C.                                                 	Exeter_City_F.C.                                      	8     	58.5511360168457
845  	George_Scratchley_Brown                                	diedIn              	Montclair,_New_Jersey                                           	Bethesda                                              	15    	76.91980743408203
846  	Shane_Battelle                                         	isAffiliatedTo      	St._Louis_Knights                                               	United_States_men's_national_under-20_soccer_team     	5     	136.66725158691406
847  	Patrick_Parizon                                        	isAffiliatedTo      	FC_Montceau_Bourgogne                                           	Stade_Brestois_29                                     	18    	118.71405792236328
848  	Avery_John                                             	isAffiliatedTo      	Boston_Bulldogs_(soccer)                                        	D.C._United                                           	10    	294.71771240234375
849  	Kristina_Šundov                                        	isAffiliatedTo      	FFC_Zuchwil_05                                                  	Croatia_women's_national_football_team                	3     	303.7142639160156
850  	Phil_Kite                                              	isAffiliatedTo      	Bristol_City_F.C.                                               	Bristol_Rovers_F.C.                                   	14    	50.377803802490234
851  	Charles_Spencer-Churchill,_9th_Duke_of_Marlborough     	isAffiliatedTo      	Conservative_Party_(UK)                                         	Conservative_Party_(UK)                               	1     	16.124313354492188
852  	Innocent_Emeghara                                      	playsFor            	Switzerland_national_under-23_football_team                     	Grasshopper_Club_Zürich                               	8     	57.116722106933594
853  	Emiliano_Dudar                                         	isAffiliatedTo      	Club_Atlético_Independiente                                     	Club_Libertad                                         	16    	26.886672973632812
854  	Jasper_County,_Missouri                                	isLocatedIn         	United_States                                                   	Missouri                                              	3     	38.79963302612305
855  	Joseph_Kamwendo                                        	playsFor            	CAPS_United_F.C.                                                	Mighty_Wanderers_F.C.                                 	3     	74.29290008544922
856  	Sunil_Shetty                                           	hasWonPrize         	Filmfare_Awards                                                 	Filmfare_Awards                                       	1     	213.3805389404297
857  	Jordan                                                 	participatedIn      	Six-Day_War                                                     	Shia_insurgency_in_Yemen                              	15    	114.96015167236328
858  	Chris_Turner_(footballer_born_1951)                    	isAffiliatedTo      	Connecticut_Bicentennials                                       	Peterborough_United_F.C.                              	7     	85.2822036743164
859  	Sally_(1929_film)                                      	isLocatedIn         	United_States                                                   	United_States                                         	1     	57.27989959716797
860  	Simeon_Mechev                                          	isAffiliatedTo      	FC_Vereya                                                       	PFC_Vidima-Rakovski_Sevlievo                          	7     	117.63793182373047
861  	Mary_Kornman                                           	actedIn             	The_Champeen                                                    	Dogs_of_War_(film)                                    	11    	294.1015625
862  	Darijan_Matič                                          	playsFor            	Slovenia_national_football_team                                 	Bnei_Sakhnin_F.C.                                     	16    	110.34452819824219
863  	Hassan_Kachloul                                        	playsFor            	AS_Saint-Étienne                                                	Nîmes_Olympique                                       	4     	32.49909973144531
864  	Akwasi_Oduro                                           	isAffiliatedTo      	R._Cappellen_F.C.                                               	Standard_Liège                                        	6     	99.03121185302734
865  	Thabiso_Khumalo                                        	isAffiliatedTo      	Michigan_Bucks                                                  	Lindsey_Wilson_College                                	8     	366.9360656738281
866  	Luciano_De_Bruno                                       	isAffiliatedTo      	Alumni_Athletic_Club                                            	Club_Social_y_Deportivo_Macará                        	11    	326.48779296875
867  	Masahiro_Fukasawa                                      	isAffiliatedTo      	Nagacorp_FC                                                     	C.A._River_Plate                                      	420   	181.9075164794922
868  	Central_Province_(Sri_Lanka)                           	hasCapital          	Kandy                                                           	Kandy                                                 	1     	51.08880615234375
869  	Michael_Bell_(footballer)                              	playsFor            	Clevedon_Town_F.C.                                              	Cheltenham_Town_F.C.                                  	8     	20.585819244384766
870  	Lee_McCulloch                                          	isAffiliatedTo      	Scotland_national_football_B_team                               	Rangers_F.C.                                          	6     	395.47222900390625
871  	Andrey_Paryvaew                                        	playsFor            	FC_Molodechno-2013                                              	FC_Dinamo_Minsk                                       	9     	264.5633239746094
872  	Blue_Ridge_Mountains                                   	isLocatedIn         	South_Carolina                                                  	West_Virginia                                         	35    	28.852920532226562
873  	Jorge_Domínguez                                        	playsFor            	Deportivo_Laferrere                                             	Argentina_national_football_team                      	10    	14.673572540283203
874  	Georgios_Sikalias                                      	playsFor            	Koropi_F.C.                                                     	Iraklis_Psachna_F.C.                                  	8     	257.84844970703125
875  	Tommy_Johnson_(footballer_born_1971)                   	playsFor            	Rocester_F.C.                                                   	Sheffield_Wednesday_F.C.                              	13    	37.6329345703125
876  	Solomon_Enow                                           	playsFor            	U.S._Castelnuovo_Garfagnana                                     	Parma_F.C.                                            	16    	56.4467887878418
877  	Darnell_Mee                                            	isAffiliatedTo      	National_Basketball_League_(Australia)                          	Continental_Basketball_Association                    	13    	88.186767578125
878  	Vasko_Božinovski                                       	isAffiliatedTo      	FK_Makedonija_Gjorče_Petrov                                     	FK_Vardar                                             	5     	20.753246307373047
879  	Bernie_Lilavois                                        	isAffiliatedTo      	Buffalo_Blizzard                                                	Portland_Pythons                                      	9     	1081.1429443359375
880  	Barry_Murphy_(footballer_born_1985)                    	isAffiliatedTo      	Republic_of_Ireland_national_under-23_football_team             	Shamrock_Rovers_F.C.                                  	5     	26.880970001220703
881  	Gainesville_(Florida)                                  	isLocatedIn         	Alachua_County                                                  	Florida                                               	9     	14.425765037536621
882  	Joe_Palatsides                                         	isAffiliatedTo      	Heidelberg_United_FC                                            	Footscray_JUST                                        	7     	538.6766357421875
883  	Battle_of_Krefeld                                      	happenedIn          	Electorate_of_Brunswick-Lüneburg                                	North_Rhine-Westphalia                                	17    	33.10985565185547
884  	Władysław_Sikorski                                     	hasWonPrize         	Cross_of_Valour_(Poland)                                        	Virtuti_Militari                                      	5     	21.57185173034668
885  	Baltimore_Clippers                                     	isLocatedIn         	Baltimore                                                       	Maryland                                              	48    	535.2249755859375
886  	Jonathan_Pérez_Olivero                                 	playsFor            	Universidad_de_Las_Palmas_CF                                    	UD_Lanzarote                                          	6     	59.70216751098633
887  	Eric_Bogosian                                          	actedIn             	Talk_Radio_(film)                                               	King_of_the_Corner                                    	3855  	210.31785583496094
888  	Steffen_Haas                                           	isAffiliatedTo      	Karlsruher_SC                                                   	Germany_national_youth_football_team                  	5     	123.37970733642578
889  	Arnar_Førsund                                          	wasBornIn           	Oslo                                                            	Oslo                                                  	1     	97.40824127197266
890  	Glenn_Hoddle                                           	isAffiliatedTo      	AS_Monaco_FC                                                    	Chelsea_F.C.                                          	7     	66.0160903930664
891  	Emmerson_Boyce                                         	isAffiliatedTo      	Barbados_national_football_team                                 	Crystal_Palace_F.C.                                   	4     	161.1980743408203
892  	Raivis_Hščanovičs                                      	hasGender           	male                                                            	male                                                  	1     	595.4114379882812
893  	Igor_Kovalevich                                        	playsFor            	FC_RShVSM-Olympia_Minsk                                         	FC_Belshina_Bobruisk                                  	17    	112.6382827758789
894  	Wayne_Foster                                           	isAffiliatedTo      	St._Mirren_F.C.                                                 	Livingston_F.C.                                       	8     	34.014408111572266
895  	Robert_Akaruye                                         	isAffiliatedTo      	Lobi_Stars_F.C.                                                 	Dolphins_F.C._(Port_Harcourt)                         	10    	195.20481872558594
896  	Davide_Brivio                                          	playsFor            	Italy_national_under-17_football_team                           	U.S._Lecce                                            	9     	16.237485885620117
897  	Nicolae_Mitea                                          	playsFor            	CS_Juventus_București                                           	Ionikos_F.C.                                          	10    	47.07057571411133
898  	Robert_Hite                                            	isAffiliatedTo      	Canton_Charge                                                   	Galatasaray_S.K._(men's_basketball)                   	16    	424.21728515625
899  	Stephan_Jenkins                                        	hasMusicalRole      	wordnet_keyboard_103614007                                      	wordnet_percussion_100545059                          	10    	4660.93310546875
900  	Joey_Guðjónsson                                        	isAffiliatedTo      	Íþróttabandalag_Akraness                                        	AZ_Alkmaar                                            	10    	20.384353637695312
901  	Alex_Mineiro                                           	playsFor            	Esporte_Clube_Vitória                                           	União_Agrícola_Barbarense_Futebol_Clube               	12    	32.72509002685547
902  	Mustapha_Khaznadar                                     	isPoliticianOf      	France                                                          	Tunisia                                               	11    	98.94993591308594
903  	Montréal–Pierre_Elliott_Trudeau_International_Airport  	isConnectedTo       	Montréal–Pierre_Elliott_Trudeau_International_Airport           	Halifax_Stanfield_International_Airport               	32    	6.182297706604004
904  	Sammy_Cahn                                             	wroteMusicFor       	Rock-A-Bye_Baby_(film)                                          	Texas_Across_the_River                                	14    	22.698471069335938
905  	Operation_Mountain_Fury                                	isLocatedIn         	Paktia_Province                                                 	Logar_Province                                        	260   	103.01654052734375
906  	Mario_Bermejo                                          	isAffiliatedTo      	Racing_de_Santander_B                                           	UD_Almería                                            	17    	113.21018981933594
907  	Damián_Escudero                                        	isAffiliatedTo      	Villarreal_C.F.                                                 	Esporte_Clube_Vitória                                 	14    	34.9227180480957
908  	Elisabeth_Christine_of_Brunswick-Wolfenbüttel          	wasBornIn           	Vienna                                                          	Brunswick_(Germany)                                   	164   	7.988705158233643
909  	Fernando_Varela_Ramos                                  	playsFor            	Real_Betis                                                      	Real_Valladolid                                       	8     	28.07692527770996
910  	Leon_Vlemmings                                         	isAffiliatedTo      	FC_Wageningen                                                   	FC_Eindhoven                                          	20    	155.26370239257812
911  	Bobby_Campbell_(Scottish_footballer)                   	isAffiliatedTo      	Falkirk_F.C.                                                    	Chelsea_F.C.                                          	4     	28.494075775146484
912  	Kostas_Chalkias                                        	playsFor            	PAOK_FC                                                         	Real_Murcia                                           	8     	81.8868408203125
913  	Wallace_McCain                                         	livesIn             	Toronto                                                         	Ontario                                               	2     	276.61517333984375
914  	Kota_Mizunuma                                          	isAffiliatedTo      	Tochigi_SC                                                      	Sagan_Tosu                                            	7     	115.5346908569336
915  	Michael_Bradley_(soccer)                               	playsFor            	United_States_men's_national_under-20_soccer_team               	United_States_men's_national_under-18_soccer_team     	7     	12.186090469360352
916  	Wesley_Sonck                                           	playsFor            	Lierse_S.K.                                                     	Waasland-Beveren                                      	9     	92.56588745117188
917  	Aleksandr_Tatarkin                                     	playsFor            	FC_Tyumen                                                       	FC_Lokomotiv_Moscow                                   	19    	117.34872436523438
918  	Norayr_Sahakyan                                        	isAffiliatedTo      	Armenia_national_under-17_football_team                         	Ulisses_FC                                            	6     	56.75825881958008
919  	Wolfgang_Sühnholz                                      	isAffiliatedTo      	Las_Vegas_Quicksilvers                                          	Vancouver_Whitecaps_(1974–84)                         	11    	131.696533203125
920  	Chris_Woods                                            	isAffiliatedTo      	England_national_football_B_team                                	England_national_under-21_football_team               	3     	300.1993713378906
921  	Terrence_McNally                                       	wasBornIn           	New_York_City                                                   	St._Petersburg,_Florida                               	2419  	15.627799987792969
922  	Carlos_Salguero                                        	playsFor            	Gimnasia_y_Esgrima_de_Mendoza                                   	Boca_Juniors                                          	41    	11.278725624084473
923  	Manuel_Badenes                                         	hasWonPrize         	Pichichi_Trophy                                                 	Pichichi_Trophy                                       	1     	358.43719482421875
924  	Thomas_Jefferson                                       	hasGender           	male                                                            	male                                                  	1     	3479.643310546875
925  	Florian_Siwicki                                        	hasWonPrize         	Order_of_the_Builders_of_People's_Poland                        	Order_of_the_Cross_of_Grunwald                        	31    	70.68767547607422
926  	Derek_Spalding                                         	playsFor            	Chicago_Sting                                                   	Toronto_Blizzard_(1971–84)                            	36    	181.7234649658203
927  	Kenny_Cutler                                           	playsFor            	Real_Salt_Lake                                                  	Richmond_Kickers                                      	2     	317.7225646972656
928  	Adam_Newton                                            	isAffiliatedTo      	West_Ham_United_F.C.                                            	Notts_County_F.C.                                     	9     	49.53984069824219
929  	Brent_Rahim                                            	playsFor            	Joe_Public_F.C.                                                 	West_Ham_United_F.C.                                  	8     	155.86068725585938
930  	Níver_Arboleda                                         	hasGender           	male                                                            	male                                                  	1     	3051.01220703125
931  	Peter_Nover                                            	playsFor            	Team_Hawaii                                                     	Club_Atlas                                            	1481  	1133.5792236328125
932  	Benedict_Vilakazi_(soccer)                             	wasBornIn           	Soweto                                                          	Soweto                                                	1     	43.53074645996094
